배우 ID,배우 이름,제목,평점
1,마동석,범죄도시4,77.6
1,마동석,범죄도시 5,-
1,마동석,황야,41.2
1,마동석,범죄도시 3,77.4
1,마동석,범죄도시 2,93.3
1,마동석,압꾸정,25.5
1,마동석,어셈블: 이터널스 비하인드,78.6
1,마동석,거룩한 밤: 데몬 헌터스,-
1,마동석,그라운드 제로,84.2
1,마동석,이터널스,55.0
1,마동석,번외수사,89.8
1,마동석,나쁜 녀석들: 더 무비,51.7
1,마동석,노리개: 그녀의 눈물,16.0
1,마동석,롱 리브 더 킹: 목포 영웅,45.7
1,마동석,백두산,37.7
1,마동석,시동,59.6
1,마동석,악인전,76.5
1,마동석,동네사람들,41.0
1,마동석,성난황소,47.0
1,마동석,신과함께-인과 연,61.6
2,윤계상,아무도 없는 숲속에서,-
2,윤계상,지오디 마스터피스 더 무비,100.0
2,윤계상,KBS 대기획 ㅇㅁㄷ 지오디,94.1
2,윤계상,유괴의 날,93.5
2,윤계상,키스 식스 센스,83.0
2,윤계상,SNL 코리아 시즌 1,79.0
2,윤계상,크라임 퍼즐,71.4
2,윤계상,유체이탈자,63.2
2,윤계상,초콜릿,46.4
2,윤계상,말모이,81.4
2,윤계상,같이 걸을까,100.0
2,윤계상,유 퀴즈 온 더 블럭,96.7
2,윤계상,범죄도시,92.1
2,윤계상,굿와이프,92.9
2,윤계상,죽여주는 여자,88.4
2,윤계상,극적인 하룻밤,49.5
2,윤계상,라스트,82.6
2,윤계상,소수의견,87.0
2,윤계상,태양은 가득히,-
2,윤계상,레드카펫,47.6
3,팀 로빈스,지하창고 사일로의 비밀,100.0
3,팀 로빈스,다크 워터스,92.0
3,팀 로빈스,당신과 함께한 순간들,83.3
3,팀 로빈스,어 퍼펙트 데이,93.2
3,팀 로빈스,브링크,-
3,팀 로빈스,스포일스 오브 바빌론,-
3,팀 로빈스,1942,-
3,팀 로빈스,그린 랜턴: 반지의 선택,21.1
3,팀 로빈스,럭키 원스,-
3,팀 로빈스,캐치 어 파이어,-
3,팀 로빈스,터네이셔스 D,86.1
3,팀 로빈스,자투라:스페이스 어드벤쳐,76.5
3,팀 로빈스,우주 전쟁,87.5
3,팀 로빈스,미스틱 리버,92.1
3,팀 로빈스,찰리의 진실,14.3
3,팀 로빈스,패스워드,75.0
3,팀 로빈스,미션 투 마스,76.0
3,팀 로빈스,사랑도 리콜이 되나요?,84.8
3,팀 로빈스,크레이들 윌 락,-
3,팀 로빈스,함정,90.0
4,모건 프리먼,무티 : 주술 살인,-
4,모건 프리먼,100 이어스 오브 워너 브로스.,-
4,모건 프리먼,라이어니스: 특수 작전팀,94.7
4,모건 프리먼,지구 위의 생명,100.0
4,모건 프리먼,타임코드 57,-
4,모건 프리먼,베티 화이트 : 셀레브레이션,-
4,모건 프리먼,우리의 우주,-
4,모건 프리먼,파라다이스 하이웨이,53.3
4,모건 프리먼,뱅퀴시,-
4,모건 프리먼,솔로,-
4,모건 프리먼,킬러의 보디가드 2: 킬러의 와이프,77.4
4,모건 프리먼,컴백 트레일,83.3
4,모건 프리먼,킬러의 보디가드 2,68.4
4,모건 프리먼,포이즌 로즈,-
4,모건 프리먼,마담 세크리터리 시즌 6,-
4,모건 프리먼,모건 프리먼의 스토리 오브 갓 시즌 3,-
4,모건 프리먼,엔젤 해즈 폴른,59.6
4,모건 프리먼,아메리카 뮤직&와일드,83.3
4,모건 프리먼,다이 클린트 이스트우드 스토리,-
4,모건 프리먼,마담 세크리터리 시즌 5,-
5,로베르토 베니니,피노키오,60.0
5,로베르토 베니니,로마 위드 러브,75.2
5,로베르토 베니니,호랑이와 눈,100.0
5,로베르토 베니니,커피와 담배,91.9
5,로베르토 베니니,피노키오,-
5,로베르토 베니니,아스테릭스,70.8
5,로베르토 베니니,인생은 아름다워,98.1
5,로베르토 베니니,미스터 몬스터,80.0
5,로베르토 베니니,자니 스테치노,-
5,로베르토 베니니,지상의 밤,91.8
5,로베르토 베니니,달의 목소리,-
5,로베르토 베니니,다운 바이 로,100.0
5,로베르토 베니니,커피와 담배,100.0
5,로베르토 베니니,인 더 폽스 아이,-
6,니콜레타 브라스키,행복한 라짜로,89.4
6,니콜레타 브라스키,인생은 아름다워,98.1
6,니콜레타 브라스키,미스터 몬스터,80.0
7,로빈 윌리엄스,원스 어폰 어 스튜디오,100.0
7,로빈 윌리엄스,로빈의 소원,85.7
7,로빈 윌리엄스,코코: 인간과 대화하는 고릴라,-
7,로빈 윌리엄스,앱솔루틀리 애니씽,53.3
7,로빈 윌리엄스,박물관이 살아있다 : 비밀의 무덤,81.0
7,로빈 윌리엄스,블러바드,75.0
7,로빈 윌리엄스,감독 알트만,-
7,로빈 윌리엄스,메리 프리진 크리스마스,-
7,로빈 윌리엄스,앵그리스트맨,81.3
7,로빈 윌리엄스,페이스 오브 러브,56.3
7,로빈 윌리엄스,버틀러: 대통령의 집사,82.6
7,로빈 윌리엄스,크레이지 원스,-
7,로빈 윌리엄스,해피 피트 2,80.8
7,로빈 윌리엄스,박물관이 살아있다 2,76.1
7,로빈 윌리엄스,하우스 오브 디,-
7,로빈 윌리엄스,결혼 면허 따기,-
7,로빈 윌리엄스,미스터 웜스 - 돈 리클스 프로젝트,-
7,로빈 윌리엄스,어거스트 러쉬,87.3
7,로빈 윌리엄스,포그 시티 매버릭,-
7,로빈 윌리엄스,런어웨이 버케이션,60.0
8,톰 행크스,마스터스 오브 디 에어,100.0
8,톰 행크스,제8공군: 피의 폭격단,80.0
8,톰 행크스,애스터로이드 시티,86.5
8,톰 행크스,히어,-
8,톰 행크스,엘비스,94.1
8,톰 행크스,오토라는 남자,96.9
8,톰 행크스,피노키오,33.6
8,톰 행크스,핀치,89.9
8,톰 행크스,뉴스 오브 더 월드,73.8
8,톰 행크스,그레이하운드,91.9
8,톰 행크스,뷰티풀 데이 인 더 네이버후드,89.2
8,톰 행크스,토이 스토리 4,94.1
8,톰 행크스,캘리포니아 타이프라이터,87.5
8,톰 행크스,다이 클린트 이스트우드 스토리,-
8,톰 행크스,홀로그램 포 더 킹,79.2
8,톰 행크스,더 서클,35.7
8,톰 행크스,더 포스트,96.7
8,톰 행크스,설리: 허드슨강의 기적,95.5
8,톰 행크스,인페르노,60.3
8,톰 행크스,스파이 브릿지,94.0
9,조셉 마젤로,보헤미안 랩소디,91.4
9,조셉 마젤로,언드래프티드,-
9,조셉 마젤로,지.아이.조 2,48.4
9,조셉 마젤로,코마,-
9,조셉 마젤로,더 퍼시픽,98.0
9,조셉 마젤로,소셜 네트워크,91.9
9,조셉 마젤로,비욘드 올 바운더리스,-
9,조셉 마젤로,레이징 헬렌,-
9,조셉 마젤로,세 가지 소망,-
9,조셉 마젤로,스타 키드,-
9,조셉 마젤로,굿바이 마이 프랜드,94.3
9,조셉 마젤로,리버 와일드,85.2
9,조셉 마젤로,쥬라기 공원,99.1
10,브래드 렌프로,판타스틱 소녀백서,77.9
10,브래드 렌프로,죽음보다 무서운 비밀,82.6
10,브래드 렌프로,슬리퍼스,75.8
10,브래드 렌프로,굿바이 마이 프랜드,94.3
10,브래드 렌프로,의뢰인,91.9
11,브루스 데이비슨,악의 육체,50.0
11,브루스 데이비슨,오자크 시즌 4 파트 2,100.0
11,브루스 데이비슨,콘돌스 네스트,-
11,브루스 데이비슨,인시디어스4: 라스트 키,33.3
11,브루스 데이비슨,데스 위시,-
11,브루스 데이비슨,러브 앤 아트,80.0
11,브루스 데이비슨,나이트 라이더,-
11,브루스 데이비슨,브리치,80.0
11,브루스 데이비슨,엑스맨 2: 엑스투,94.3
11,브루스 데이비슨,다머,-
11,브루스 데이비슨,하이 크라임,90.0
11,브루스 데이비슨,엑스맨,96.2
11,브루스 데이비슨,굿바이 마이 프랜드,94.3
11,브루스 데이비슨,베이비시터 클럽,-
11,브루스 데이비슨,숏 컷,88.1
11,브루스 데이비슨,울자나스 레이드,-
12,아나벨라 시오라,하녀의 방,-
12,아나벨라 시오라,마블러스,-
12,아나벨라 시오라,캅 랜드,73.3
12,아나벨라 시오라,천국보다 아름다운,87.1
12,아나벨라 시오라,로미오 이즈 블리딩,33.3
12,아나벨라 시오라,굿바이 마이 프랜드,94.3
12,아나벨라 시오라,요람을 흔드는 손,89.0
12,아나벨라 시오라,신부는 왼손잡이,-
13,엠마 스톤,부고니아,-
13,엠마 스톤,카인드 오브 카인드니스,-
13,엠마 스톤,가여운 것들,88.3
13,엠마 스톤,더 커스,70.0
13,엠마 스톤,블리트,-
13,엠마 스톤,크루엘라,94.8
13,엠마 스톤,크루즈 패밀리: 뉴 에이지,89.0
13,엠마 스톤,익스플레인: 뇌를 해설하다 시즌 1,87.5
13,엠마 스톤,좀비랜드: 더블 탭,88.3
13,엠마 스톤,더 페이버릿: 여왕의 여자,96.7
13,엠마 스톤,매니악,82.8
13,엠마 스톤,빌리 진 킹: 세기의 대결,90.8
13,엠마 스톤,하우스 버니,69.3
13,엠마 스톤,라라랜드,92.8
13,엠마 스톤,알로하,40.9
13,엠마 스톤,이레셔널 맨,75.7
13,엠마 스톤,매직 인 더 문라이트,67.9
13,엠마 스톤,버드맨,91.5
13,엠마 스톤,어메이징 스파이더맨 2,84.4
13,엠마 스톤,무비 43,49.5
14,비올라 데이비스,쿵푸팬더 4,76.7
14,비올라 데이비스,에어,94.0
14,비올라 데이비스,헝거게임: 노래하는 새와 뱀의 발라드,83.2
14,비올라 데이비스,더 우먼 킹,82.9
14,비올라 데이비스,오프라 + 바이올라: 넷플릭스 스페셜 이벤트,-
14,비올라 데이비스,퍼스트 레이디,-
14,비올라 데이비스,피스메이커,92.7
14,비올라 데이비스,블랙 아담,64.8
14,비올라 데이비스,더 수어사이드 스쿼드,82.9
14,비올라 데이비스,채드윅 보즈먼: 예술가의 초상,-
14,비올라 데이비스,"마 레이니, 그녀가 블루스",84.2
14,비올라 데이비스,"마 레이니, 그녀가 블루스: 못다 한 이야기",80.0
14,비올라 데이비스,우리의 목소리가 울려 퍼지면,-
14,비올라 데이비스,할리우드 하우스 크레셔 시즌 1,-
14,비올라 데이비스,트룹 제로,-
14,비올라 데이비스,범죄의 재구성 시즌 6,92.3
14,비올라 데이비스,범죄의 재구성 시즌 5,83.3
14,비올라 데이비스,위도우즈,51.9
14,비올라 데이비스,범죄의 재구성 시즌 4,100.0
14,비올라 데이비스,범죄의 재구성 시즌 3,92.0
15,옥타비아 스펜서,트루스 비 톨드 시즌 3,-
15,옥타비아 스펜서,크리스마스 스피릿,87.0
15,옥타비아 스펜서,썬더 포스,38.8
15,옥타비아 스펜서,엔카운터,-
15,옥타비아 스펜서,트루스 비 톨드 시즌 2,-
15,옥타비아 스펜서,닥터 두리틀,45.0
15,옥타비아 스펜서,마녀를 잡아라,48.6
15,옥타비아 스펜서,셀프 메이드: 마담 C. J. 워커,76.9
15,옥타비아 스펜서,슈퍼 인텔리전스,-
15,옥타비아 스펜서,온워드: 단 하루의 기적,85.6
15,옥타비아 스펜서,마,29.6
15,옥타비아 스펜서,트루스 비 톨드 시즌 1,60.0
15,옥타비아 스펜서,그린 북,97.2
15,옥타비아 스펜서,인스턴트 패밀리,94.8
15,옥타비아 스펜서,셰이프 오브 워터: 사랑의 모양,92.5
15,옥타비아 스펜서,어메이징 메리,94.4
15,옥타비아 스펜서,오두막,50.0
15,옥타비아 스펜서,더 프리 월드,-
15,옥타비아 스펜서,위풍당당 질리 홉킨스,-
15,옥타비아 스펜서,히든 피겨스,97.1
16,브라이스 달라스 하워드,아가일,73.8
16,브라이스 달라스 하워드,만달로리안 시즌 3,96.1
16,브라이스 달라스 하워드,쥬라기 월드: 도미니언,53.5
16,브라이스 달라스 하워드,북 오브 보바 펫,81.0
16,브라이스 달라스 하워드,디즈니 갤러리/스타워즈: 만달로리안 시즌 2,-
16,브라이스 달라스 하워드,더 웨이 홈,92.0
16,브라이스 달라스 하워드,로켓맨,83.6
16,브라이스 달라스 하워드,만달로리안 시즌 1,95.0
16,브라이스 달라스 하워드,아빠,-
16,브라이스 달라스 하워드,쥬라기 월드: 폴른 킹덤,77.1
16,브라이스 달라스 하워드,블랙 미러 시즌 4,97.7
16,브라이스 달라스 하워드,골드,62.3
16,브라이스 달라스 하워드,블랙 미러 시즌 3,98.4
16,브라이스 달라스 하워드,피터와 드래곤,57.7
16,브라이스 달라스 하워드,쥬라기 월드,89.7
16,브라이스 달라스 하워드,50/50,92.8
16,브라이스 달라스 하워드,헬프,96.3
16,브라이스 달라스 하워드,터미네이터: 미래전쟁의 시작,66.2
16,브라이스 달라스 하워드,더 로스 오브 티어드롭 다이아몬드,-
16,브라이스 달라스 하워드,스파이더맨 3,82.8
17,제시카 차스테인,마더스,81.6
17,제시카 차스테인,리브 울만 - 어 로드 레스 트레블드,-
17,제시카 차스테인,메모리,-
17,제시카 차스테인,355,35.1
17,제시카 차스테인,"그 남자, 좋은 간호사",89.4
17,제시카 차스테인,아마겟돈 타임,85.1
17,제시카 차스테인,조지 앤 태미,-
17,제시카 차스테인,더 포기븐,-
17,제시카 차스테인,결혼의 풍경,92.9
17,제시카 차스테인,더 샌즈 비트윈,-
17,제시카 차스테인,타미 페이의 눈,83.3
17,제시카 차스테인,에이바,21.3
17,제시카 차스테인,그것: 두 번째 이야기,71.9
17,제시카 차스테인,엑스맨: 다크 피닉스,31.5
17,제시카 차스테인,우먼 인 할리우드,87.8
17,제시카 차스테인,몰리스 게임,88.7
17,제시카 차스테인,앞서 걷는 여인,-
17,제시카 차스테인,주키퍼스 와이프,82.3
17,제시카 차스테인,미스 슬로운,94.3
17,제시카 차스테인,헌츠맨: 윈터스 워,44.6
18,아놀드 슈왈제네거,스탤론 패밀리,-
18,아놀드 슈왈제네거,아놀드,87.5
18,아놀드 슈왈제네거,푸바,92.3
18,아놀드 슈왈제네거,슬라이,100.0
18,아놀드 슈왈제네거,아이언 마스크: 용패지미,-
18,아놀드 슈왈제네거,터미네이터: 다크 페이트,62.8
18,아놀드 슈왈제네거,더 게임 체인저스,83.3
18,아놀드 슈왈제네거,제임스 카메론의 SF이야기,-
18,아놀드 슈왈제네거,킬링 군터,45.5
18,아놀드 슈왈제네거,애프터매스,46.4
18,아놀드 슈왈제네거,터미네이터 제니시스,47.4
18,아놀드 슈왈제네거,사보타지 무삭제,-
18,아놀드 슈왈제네거,익스펜더블 3,47.3
18,아놀드 슈왈제네거,익스펜더블 3 - 특별판,-
18,아놀드 슈왈제네거,사보타지,23.1
18,아놀드 슈왈제네거,라스트 스탠드,62.8
18,아놀드 슈왈제네거,이스케이프 플랜,68.9
18,아놀드 슈왈제네거,터미네이터2 감독판,100.0
18,아놀드 슈왈제네거,익스펜더블 2,58.4
18,아놀드 슈왈제네거,애니 레보비츠: 렌즈를 통해 들여다본 삶,100.0
19,린다 해밀턴,터미네이터: 다크 페이트,62.8
19,린다 해밀턴,에이리언: 버뮤다 삼각지대,-
19,린다 해밀턴,터미네이터2 감독판,100.0
19,린다 해밀턴,스켈리튼,-
19,린다 해밀턴,섹스 & 미세스 X,-
19,린다 해밀턴,단테스 피크,83.8
19,린다 해밀턴,샤도우 프로그램,-
19,린다 해밀턴,싸일런트 폴,-
19,린다 해밀턴,터미네이터 2,99.1
19,린다 해밀턴,미녀와 야수,-
19,린다 해밀턴,블랙 문 라이징,-
19,린다 해밀턴,옥수수 밭의 아이들,50.0
19,린다 해밀턴,터미네이터,97.8
20,에드워드 펄롱,터미네이터: 다크 페이트,62.8
20,에드워드 펄롱,월 스트리트: 분노의 복수,40.0
20,에드워드 펄롱,터미네이터2 감독판,100.0
20,에드워드 펄롱,글래이즈 시즌 3,-
20,에드워드 펄롱,미씽: 사라진 사람들,-
20,에드워드 펄롱,그린 호넷,16.5
20,에드워드 펄롱,더 크로우: 위키드 프레이어,-
20,에드워드 펄롱,아메리칸 히스토리 X,91.9
20,에드워드 펄롱,그래스 하프,-
20,에드워드 펄롱,비열한 거리,100.0
20,에드워드 펄롱,공포의 묘지 2,16.7
20,에드워드 펄롱,터미네이터 2,99.1
21,강하늘,84제곱미터,-
21,강하늘,야당,-
21,강하늘,오징어 게임 시즌 2,93.3
21,강하늘,파일럿,79.8
21,강하늘,드림,51.3
21,강하늘,30일,87.1
21,강하늘,인사이더,75.9
21,강하늘,커튼콜,69.0
21,강하늘,해적: 도깨비 깃발,35.5
21,강하늘,SNL 코리아 시즌 2,83.6
21,강하늘,달이 뜨는 강,87.5
21,강하늘,빌려드립니다 바퀴 달린 집,96.4
21,강하늘,스트리밍,-
21,강하늘,해피 뉴 이어,52.0
21,강하늘,비와 당신의 이야기,50.0
21,강하늘,트래블러: 아르헨티나,88.5
21,강하늘,동백꽃 필 무렵,96.9
21,강하늘,나와 봄날의 약속,23.5
21,강하늘,기억의 밤,66.2
21,강하늘,청년경찰,72.0
22,박정민,The 8 Show (더 에이트 쇼),82.1
22,박정민,"전,란",-
22,박정민,휴민트,-
22,박정민,곽준빈의 세계 기사식당,90.5
22,박정민,밀수,86.0
22,박정민,인플루엔자,-
22,박정민,천박사 퇴마 연구소: 설경의 비밀,60.5
22,박정민,B-SIDE : 당신의 모든 세상,-
22,박정민,일장춘몽,80.3
22,박정민,하얼빈,-
22,박정민,헤어질 결심,93.9
22,박정민,기적,86.4
22,박정민,살리는 일 : life that saves,-
22,박정민,언프레임드,93.5
22,박정민,지옥,85.5
22,박정민,1승,-
22,박정민,다만 악에서 구하소서,77.8
22,박정민,다만 악에서 구하소서 파이널컷,85.5
22,박정민,배우연구소,-
22,박정민,사냥의 시간,33.1
23,김인우,미드나이트,48.8
23,김인우,나쁜 녀석들: 더 무비,51.7
23,김인우,공작,91.2
23,김인우,군함도,40.0
23,김인우,군함도 감독판,62.1
23,김인우,박열,87.7
23,김인우,아가씨,92.4
23,김인우,동주,94.6
23,김인우,암살,93.9
23,김인우,깡철이,28.4
23,김인우,미스터 고,23.3
23,김인우,마이웨이,33.5
24,공리,새터데이 픽션,-
24,공리,뮬란,18.3
24,공리,패왕별희 디 오리지널,95.4
24,공리,5일의 마중,93.0
24,공리,상하이,13.3
24,공리,한니발 라이징,48.1
24,공리,황후花,78.8
24,공리,게이샤의 추억,54.0
24,공리,에로스,82.8
24,공리,2046,82.5
24,공리,그녀의 손길,94.1
24,공리,시황제 암살,-
24,공리,차이니즈 박스,90.9
24,공리,인생,96.0
24,공리,천룡팔부,60.0
24,공리,당백호점추향,94.4
24,공리,패왕별희,99.1
24,공리,도협 2: 상해탄도성,81.5
24,공리,호문야연,-
24,공리,홍등,94.7
25,장국영,원 텐스 오브 어 밀리미터 어 파트,-
25,장국영,패왕별희 디 오리지널,95.4
25,장국영,동사서독 리덕스,86.7
25,장국영,이도공간,68.9
25,장국영,스피드 4초,-
25,장국영,색정남녀,33.3
25,장국영,성월동화,86.5
25,장국영,금지옥엽 2,83.3
25,장국영,해피 투게더,93.7
25,장국영,상해탄,78.6
25,장국영,동사서독,88.2
25,장국영,시티 보이즈,-
25,장국영,가유희사 2: 화전희사,-
25,장국영,동성서취,68.3
25,장국영,백발마녀전,94.7
25,장국영,패왕별희,99.1
25,장국영,가유희사,93.5
25,장국영,살지연,-
25,장국영,종횡사해,95.2
25,장국영,아비정전,88.7
26,장풍의,산하월명,-
26,장풍의,여의전,-
26,장풍의,패왕별희 디 오리지널,95.4
26,장풍의,무미랑전기,90.0
26,장풍의,손자대전,-
26,장풍의,적벽대전 2부: 최후의 결전,77.8
26,장풍의,적벽대전 1부 - 거대한 전쟁의 시작,80.3
26,장풍의,대청풍운,-
26,장풍의,시황제 암살,-
26,장풍의,패왕별희,99.1
27,알 파치노,녹스 고즈 어웨이,-
27,알 파치노,헌터스 시즌 2,-
27,알 파치노,아메리칸 트레이터,-
27,알 파치노,하우스 오브 구찌,87.8
27,알 파치노,헌터스 시즌 1,57.1
27,알 파치노,"마리오 푸조의 대부, 에필로그: 마이클 콜레오네의 죽음",100.0
27,알 파치노,아이리시맨,91.7
27,알 파치노,아이리시맨을 말하다,86.6
27,알 파치노,원스 어폰 어 타임... 인 할리우드,88.8
27,알 파치노,행맨,9.1
27,알 파치노,알파치노의 은밀한 관계,-
27,알 파치노,미스컨덕트,11.4
27,알 파치노,대니 콜린스,87.7
27,알 파치노,멋진 녀석들,88.2
27,알 파치노,캐스팅 바이,-
27,알 파치노,잭 앤 질,41.2
27,알 파치노,유 돈 노우 잭,88.9
27,알 파치노,의로운 살인,33.3
27,알 파치노,88분,35.1
27,알 파치노,오션스 13,89.0
28,크리스 오도넬,NCIS 시즌 20,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 14,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 13,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 12,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 11,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 10,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 9,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 8,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 7,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 6,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 5,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 4,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 3,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 2,-
28,크리스 오도넬,NCIS: 로스앤젤레스 시즌 1,-
28,크리스 오도넬,맥스 페인,13.3
28,크리스 오도넬,더 컴퍼니,-
28,크리스 오도넬,청혼,-
28,크리스 오도넬,버티칼 리미트,87.7
28,크리스 오도넬,쿠키의 행운,-
29,자넬 모네,피팅 인,-
29,자넬 모네,나이브스 아웃: 글래스 어니언,87.9
29,자넬 모네,안테벨룸,64.7
29,자넬 모네,글로리아의 여정,100.0
29,자넬 모네,익스플레인: 섹스를 해설하다,80.0
29,자넬 모네,홈커밍 시즌 2,-
29,자넬 모네,레이디와 트램프,75.0
29,자넬 모네,어글리 돌,75.0
29,자넬 모네,해리엇,83.3
29,자넬 모네,웰컴 투 마웬,52.9
29,자넬 모네,문라이트,92.8
29,자넬 모네,히든 피겨스,97.1
29,자넬 모네,리오 2,73.0
30,타라지 P. 헨슨,컬러 퍼플,-
30,타라지 P. 헨슨,퍼피 구조대: 더 마이티 무비,-
30,타라지 P. 헨슨,미니언즈 2,79.8
30,타라지 P. 헨슨,텔 잇 라이크 어 우먼,-
30,타라지 P. 헨슨,커피 & 카림,47.1
30,타라지 P. 헨슨,더 베스트 오브 에너미즈,100.0
30,타라지 P. 헨슨,엠파이어 시즌 6,-
30,타라지 P. 헨슨,왓 맨 원트,43.5
30,타라지 P. 헨슨,주먹왕 랄프 2: 인터넷 속으로,85.5
30,타라지 P. 헨슨,애크리모니,-
30,타라지 P. 헨슨,엠파이어 시즌 5,-
30,타라지 P. 헨슨,프라우드 메리,0.0
30,타라지 P. 헨슨,엠파이어 시즌 4,-
30,타라지 P. 헨슨,엠파이어 시즌 3,-
30,타라지 P. 헨슨,텀 라이프,-
30,타라지 P. 헨슨,히든 피겨스,97.1
30,타라지 P. 헨슨,퍼슨 오브 인터레스트 시즌 5,100.0
30,타라지 P. 헨슨,엠파이어 시즌 1,-
30,타라지 P. 헨슨,엠파이어 시즌 2,-
30,타라지 P. 헨슨,노 굿 디드,-
31,케빈 코스트너,호라이즌: 아메리칸 사가 - 챕터 1,-
31,케빈 코스트너,옐로우 스톤 시즌 5,-
31,케빈 코스트너,옐로우스톤 시즌 4,100.0
31,케빈 코스트너,클린트 이스트우드 : 시네마틱 레거시,-
31,케빈 코스트너,렛 힘 고,83.9
31,케빈 코스트너,옐로우스톤 시즌 3,100.0
31,케빈 코스트너,레이싱 인 더 레인,40.0
31,케빈 코스트너,옐로우스톤 시즌 2,100.0
31,케빈 코스트너,하이웨이맨,85.4
31,케빈 코스트너,옐로우스톤 시즌 1,100.0
31,케빈 코스트너,휘트니,96.3
31,케빈 코스트너,크리미널,52.2
31,케빈 코스트너,보디가드,89.3
31,케빈 코스트너,몰리스 게임,88.7
31,케빈 코스트너,크리미널-무삭제 특별판,-
31,케빈 코스트너,히든 피겨스,97.1
31,케빈 코스트너,맥팔랜드 USA,-
31,케빈 코스트너,드래프트 데이,86.1
31,케빈 코스트너,세상을 구한 남자,-
31,케빈 코스트너,쓰리데이즈 투 킬,40.8
32,커스틴 던스트,시빌 워,83.3
32,커스틴 던스트,파워 오브 도그: 제인 캠피온이 말하다,100.0
32,커스틴 던스트,파워 오브 도그,91.6
32,커스틴 던스트,행크 더 카우독,-
32,커스틴 던스트,플로리다에서 신이 되는 법,77.8
32,커스틴 던스트,매혹당한 사람들,77.3
32,커스틴 던스트,우드쇼크,-
32,커스틴 던스트,미드나잇 스페셜,64.2
32,커스틴 던스트,히든 피겨스,97.1
32,커스틴 던스트,파고 시즌 2,100.0
32,커스틴 던스트,1월의 두 얼굴,45.0
32,커스틴 던스트,온 더 로드,59.1
32,커스틴 던스트,업사이드 다운,45.0
32,커스틴 던스트,멜랑콜리아,88.3
32,커스틴 던스트,더 세컨드 베이커리 어택,-
32,커스틴 던스트,바스타드,-
32,커스틴 던스트,애니 레보비츠: 렌즈를 통해 들여다본 삶,100.0
32,커스틴 던스트,하우 투 루즈 프렌즈,41.2
32,커스틴 던스트,스파이더맨 3,82.8
32,커스틴 던스트,스파이더맨 3: 스페셜 에디션,100.0
33,톰 헐스,아마데우스 감독판,-
33,톰 헐스,점퍼,75.5
33,톰 헐스,스트레인저 댄 픽션,95.2
33,톰 헐스,노틀담의 꼽추,95.3
33,톰 헐스,프랑켄슈타인,79.0
33,톰 헐스,공포 탈출,-
33,톰 헐스,블랙 레인보우,-
33,톰 헐스,슬램,-
33,톰 헐스,우리 아빠 야호,80.0
33,톰 헐스,아마데우스,98.1
34,F. 머레이 아브라함,마더 카우치,-
34,F. 머레이 아브라함,문나이트,88.2
34,F. 머레이 아브라함,미틱 퀘스트 시즌 3,100.0
34,F. 머레이 아브라함,화이트 로투스 시즌 2,-
34,F. 머레이 아브라함,미틱 퀘스트 시즌 2,100.0
34,F. 머레이 아브라함,허드 앤 씬,16.1
34,F. 머레이 아브라함,미틱 퀘스트 시즌 1,100.0
34,F. 머레이 아브라함,홈랜드 시즌 8,96.2
34,F. 머레이 아브라함,드래곤 길들이기 3,92.9
34,F. 머레이 아브라함,개들의 섬,85.8
34,F. 머레이 아브라함,홈랜드 시즌 7,90.9
34,F. 머레이 아브라함,"예정된 최악의 참사, 911테러",-
34,F. 머레이 아브라함,홈랜드 시즌 6,95.2
34,F. 머레이 아브라함,홈랜드 시즌 5,95.7
34,F. 머레이 아브라함,아마데우스 감독판,-
34,F. 머레이 아브라함,그랜드 부다페스트 호텔,93.6
34,F. 머레이 아브라함,홈랜드 시즌 4,96.3
34,F. 머레이 아브라함,인사이드 르윈,91.1
34,F. 머레이 아브라함,홈랜드 시즌 3,97.0
34,F. 머레이 아브라함,"러브, 마릴린",-
35,엘리자베스 베리지,아마데우스 감독판,-
35,엘리자베스 베리지,뉴욕에서 착하게 살아가는 법,-
35,엘리자베스 베리지,아마데우스,98.1
36,헬렌 헌트,아이 씨 유,79.0
36,헬렌 헌트,더 나이트 클럭,33.3
36,헬렌 헌트,월드 온 파이어,100.0
36,헬렌 헌트,미라클 시즌,-
36,헬렌 헌트,캔디 상자,-
36,헬렌 헌트,"아이 러브 유, 대디",-
36,헬렌 헌트,라이드: 나에게로의 여행,62.5
36,헬렌 헌트,애니를 위하여,-
36,헬렌 헌트,세션 : 이 남자가 사랑하는 법,95.2
36,헬렌 헌트,소울 서퍼,84.8
36,헬렌 헌트,덴 쉬 파운드 미,-
36,헬렌 헌트,굿 우먼,33.3
36,헬렌 헌트,제이드 스콜피온의 저주,-
